date,high,low,open,close,volume
2020-05-12,,,,,10.0
2020-05-13,,,,,6306825.0
2020-05-14,,,,,11366296.0
2020-05-15,,,,,21848850.0
2020-05-18,,,,,3715220.0
2020-05-19,11.965000000000002,11.796666666666667,,11.839166666666667,1792600.0
2020-05-20,12.132142857142858,11.954761904761904,11.855833333333333,11.985833333333334,6559040.0
2020-05-21,12.237244897959185,12.02482993197279,11.989880952380952,12.076309523809524,2904897.0
2020-05-22,12.31231778425656,12.109164237123421,12.071343537414966,12.15950680272109,1002840.0
2020-05-25,12.334512703040401,12.163688740802444,12.168102526724976,12.191790573372206,482700.0
2020-05-26,12.324651930743144,12.20263481485889,12.218644661946412,12.21413612383729,940640.0
2020-05-27,12.331894236245104,12.187596296327778,12.241889044247436,12.202954374169494,233450.0
2020-05-28,12.294210168746503,12.165425925948412,12.208492174462455,12.184967410121068,1053320.0
2020-05-29,12.295864406247501,12.179075537039353,12.186065838901754,12.180691007229333,207830.0
2020-06-01,12.297046004462501,12.127911097885251,12.18433274207268,12.171922148020954,1439360.0
2020-06-02,12.309318574616073,12.125650784203751,12.174523387194771,12.178515820014965,167930.0
2020-06-03,12.295227553297195,12.146893417288393,12.170373847996267,12.193225585724976,246020.0
2020-06-04,12.342305395212282,12.11635244092028,12.187409891425904,12.206589704089268,147280.0
2020-06-05,12.344503853723058,12.180251743514486,12.199578493875645,12.242564074349476,1016660.0
2020-06-08,12.466074181230756,12.263036959653205,12.23969892419689,12.350402910249628,15650820.0
2020-06-09,12.53291012945054,12.359312114038003,12.348356374426348,12.414573507321162,12235640.0
2020-06-10,12.772078663893243,12.422365795741431,12.405968838875964,12.50612393380083,11266780.0
2020-06-11,12.740056188495174,12.473118425529593,12.457120599197118,12.518659952714879,3076830.0
2020-06-12,12.55146870606798,12.28079887537828,12.496514713712227,12.341899966224913,1045980.0
2020-06-15,12.451049075762842,12.20730153157901,12.327510509794447,12.242785690160652,1449690.0
2020-06-16,12.322177911259173,12.112652487437899,12.232507506996033,12.134132635829037,649810.0
2020-06-17,12.215841365185124,12.066180348169928,12.12321964785431,12.071523311306454,2590370.0
2020-06-18,12.15417240370366,12.019278983811592,12.066585462753078,12.02965950807604,421400.0
2020-06-19,12.121551716931185,12.005194055188738,12.033275330537913,12.012613934340028,1712810.0
2020-06-22,12.143965512093704,12.060852896563384,12.015196664669936,12.056867095957163,211160.0
2020-06-23,12.217118222924075,12.139387384770988,12.067997617621383,12.123476497112257,435860.0
2020-06-24,12.283655873517196,12.093848131979277,12.148569726872417,12.1496260693659,4453370.0
2020-06-25,12.231182766797996,12.095605808556627,12.16754980490887,12.09259004954707,2299780.0
2020-06-26,12.159416261998569,12.031147006111876,12.10539271779205,12.041850035390766,144000.0
2020-06-29,12.065297329998979,11.907962147222769,12.053851941280035,11.944892882421975,2649790.0
2020-06-30,11.940926664284985,11.828544390873406,11.95703710091431,11.834209201729982,2841882.0
2020-07-01,11.943519045917846,11.784342885002985,11.859312214938793,11.798720858378557,50390.0
2020-07-02,11.91108503279846,11.797387775002132,11.823794439241993,11.778372041698969,302820.0
2020-07-03,11.856489309141757,11.760991267858666,11.79985317088714,11.75240860121355,47790.0
2020-07-06,11.880349506529827,11.76642233418476,11.76846655063367,11.77672042943825,796160.0
2020-07-07,11.920249647521304,11.801730238703401,11.787476107595477,11.82265744959875,17790.0
2020-07-08,11.943035462515217,11.829807313359572,11.825340076853912,11.853326749713393,35040.0
